date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:18:19	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Feb%202022%2020:18:20%20GMT	https://www9.animeflv.cc/static/js/hamfunction.js?v=2.7	C:/Users/PC-46/Downloads/perpe/www9.animeflv.cc/static/js/hamfunction.3dd3cb.delayed	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Feb%202022%2020:18:20%20GMT	http://ww3.animeflv.cc/static/js/hamfunction.js?v=2.7	C:/Users/PC-46/Downloads/perpe/ww3.animeflv.cc/static/js/hamfunction.3ed3cb.delayed	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:20	5040/5040	---MCZ	200	added ('OK')	application/javascript	etag:W/%226205c927-13b0%22	https://ww3.animeflv.cc/static/js/hamfunction.js?v=2.7	C:/Users/PC-46/Downloads/perpe/ww3.animeflv.cc/static/js/hamfunctiond3cb.js	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:20	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Feb%202022%2020:18:20%20GMT	https://www9.animeflv.cc/static/js/combo.js?v=2.7	C:/Users/PC-46/Downloads/perpe/www9.animeflv.cc/static/js/combo.40d3cb.delayed	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Feb%202022%2020:18:20%20GMT	http://ww3.animeflv.cc/static/js/combo.js?v=2.7	C:/Users/PC-46/Downloads/perpe/ww3.animeflv.cc/static/js/combod3cb.js	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:21	3595/3595	---MCZ	200	added ('OK')	application/javascript	etag:W/%226205c927-e0b%22	https://ww3.animeflv.cc/static/js/combo.js?v=2.7	C:/Users/PC-46/Downloads/perpe/ww3.animeflv.cc/static/js/combod3cb.js	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:21	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Feb%202022%2020:18:22%20GMT	https://www10.animeflv.cc/static/css/style.css?v=2.9	C:/Users/PC-46/Downloads/perpe/www10.animeflv.cc/static/css/style.43c010.delayed	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Feb%202022%2020:18:22%20GMT	http://ww3.animeflv.cc/static/css/style.css?v=2.9	C:/Users/PC-46/Downloads/perpe/ww3.animeflv.cc/static/css/stylec010.css	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:22	7074/7074	---MCZ	200	added ('OK')	text/css	etag:W/%226205c927-1ba2%22	https://ww3.animeflv.cc/static/css/style.css?v=2.9	C:/Users/PC-46/Downloads/perpe/ww3.animeflv.cc/static/css/stylec010.css	(from https://somosprueba2.blogspot.com/p/boku-no-hero-academia-movie.html)
15:18:23	3352/3352	---M--	200	added ('OK')	image/png	etag:%226205c927-d18%22	https://ww3.animeflv.cc/static/img/bg/telegram.png	C:/Users/PC-46/Downloads/perpe/ww3.animeflv.cc/static/img/bg/telegram.png	(from https://ww3.animeflv.cc/static/css/style.css?v=2.9)
